Total Demand,predicted_demand,percentage_error,within_2_percent
4241.91167,5262.400000000001,24.057274393929095,False
4231.69,5148.0,21.653523769463277,False
4249.15,5148.0,21.153642493204533,False
4360.72167,5148.0,18.053854145660257,False
4538.53,5148.0,13.428797430004877,False
4755.75167,5720.0,20.275413791738213,False
5082.59833,5720.0,12.540862539495626,False
5380.815,6292.000000000001,16.933958889127414,False
5379.40833,6292.000000000001,16.9645361351478,False
5508.03167,6635.200000000001,20.464085857371266,False
5684.20167,6635.200000000001,16.7305522430558,False
5758.81667,6635.200000000001,15.218114765928128,False
5875.20833,6635.200000000001,12.935569724724981,False
5953.02333,6635.200000000001,11.459331371375638,False
6009.01,6635.200000000001,10.420851354882094,False
6078.84333,6635.200000000001,9.152344283233914,False
6256.47667,6635.200000000001,6.053300443298875,False
6287.2,6635.200000000001,5.53505535055352,False
6345.14,6635.200000000001,4.5713727356685645,False
6420.43333,6635.200000000001,3.345049453227496,False
6531.57,6635.200000000001,1.5866016899459248,True
6569.18833,6635.200000000001,1.004867978872525,True
6624.9,6635.200000000001,0.15547404489126013,True
6636.96667,6635.200000000001,0.026618636010101688,True
6726.61167,6635.200000000001,1.3589556597668064,True
6766.82833,6806.800000000001,0.5907002224778002,True
6757.82167,6806.800000000001,0.7247650558378943,True
6683.26833,6864.000000000001,2.704240815660936,False
6500.46167,6864.000000000001,5.592500170837885,False
6324.345,6921.200000000001,9.43742000159701,False
6103.935,6921.200000000001,13.389149786162537,False
5943.52333,6864.000000000001,15.487054040048681,False
5809.10833,6864.000000000001,18.15927006477431,False
5709.735,6578.000000000001,15.20674777375835,False
5680.89667,6578.000000000001,15.791579782421932,False
5585.35333,6292.000000000001,12.651780975152757,False
5389.76667,6292.000000000001,16.739747474077593,False
5135.84667,5948.800000000001,15.829003127151402,False
5000.44333,5948.800000000001,18.9654518092499,False
4894.35,5948.800000000001,21.544229570831686,False
5298.67833,5948.800000000001,12.269506271387517,False
5153.57833,5605.6,8.771025509958633,False
